place_id,name,address,lat,lng,rating,review_count,business_status,types,search_term,city,keep
ChIJswg9pLf53YYRKKeEfO6P8BA,Jumping World - El Paso,"5850 Onix Dr, El Paso, TX 79912, USA",31.817792299999997,-106.5376012,4.6,1882,OPERATIONAL,"amusement_park, bowling_alley, sports_complex, sports_activity_location, point_of_interest, establishment",jumping world Texas,El Paso,TRUE
ChIJFVxJlTKDQIYRePPknaVd_I8,Jumping World,"100 Gulf Fwy N, League City, TX 77573, USA",29.504272200000003,-95.1130861,4.1,1283,OPERATIONAL,"amusement_center, video_arcade, point_of_interest, establishment",jumping world Texas,League City,TRUE
ChIJP53x-j-YQIYRl_a6Zti1APs,Jumping World,"2222 Spencer Hwy, Pasadena, TX 77504, USA",29.663103099999997,-95.2062988,4.2,1366,OPERATIONAL,"amusement_center, video_arcade, amusement_park, sports_activity_location, point_of_interest, establishment",jumping world Texas,Pasadena,TRUE
ChIJJ6cijrKGRoYRKntfw_26KvY,Jumping World,"3143 Wildflower Dr Suite 1000, Bryan, TX 77802, USA",30.662951399999994,-96.3205756,4.3,562,OPERATIONAL,"amusement_center, video_arcade, amusement_park, sports_activity_location, point_of_interest, establishment",jumping world Texas,Bryan,TRUE
ChIJA3pGYxLLPoYRQQCFXOktBs0,Jumping World,"2651 S 11th St, Beaumont, TX 77701, USA",30.060231400000003,-94.1279247,4.1,807,OPERATIONAL,"amusement_center, sports_activity_location, point_of_interest, establishment",jumping world Texas,Beaumont,TRUE
ChIJnbgWq3IXTIYRrfQQi5Vaccs,J.W. Entertainment,"2031 W McDermott Dr, Allen, TX 75013, USA",33.0992702,-96.731635,4.1,845,OPERATIONAL,"amusement_center, point_of_interest, establishment",jumping world Texas,Allen,TRUE
ChIJC7uRoBn3aIYRZCV-8Fbc0L0,Jumping World,"1601 Flour Bluff Dr, Corpus Christi, TX 78418, USA",27.6665101,-97.3003074,4.1,1076,OPERATIONAL,"amusement_center, video_arcade, amusement_park, sports_activity_location, point_of_interest, establishment",jumping world Texas,Corpus Christi,TRUE
ChIJkd6lsyPMQIYRJq1K-yfWO1I,Flip N' Fun Trampoline Park,"5379 W Richey Rd, Houston, TX 77066, USA",29.958814399999998,-95.5001087,4.4,1159,OPERATIONAL,"amusement_center, amusement_park, point_of_interest, establishment",trampoline center Texas,Houston,TRUE
ChIJl3G--gHnQIYRlCDu4akuZNQ,Urban Air Trampoline and Adventure Park,"9848 Hwy 90 Alt, Sugar Land, TX 77478, USA",29.624835899999997,-95.608139,3.9,1696,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, sports_activity_location, point_of_interest, establishment",trampoline center Texas,Sugar Land,TRUE
ChIJl_AQCKuzRIYR15EDWIreSH4,Urban Air Trampoline and Adventure Park,"4500 S Pleasant Valley Rd Bldg. 1 Suite #106, Austin, TX 78744, USA",30.205957700000003,-97.745776,4,1106,OPERATIONAL,"amusement_park, playground, video_arcade, amusement_center, adventure_sports_center, sports_complex, sports_activity_location, point_of_interest, establishment",urban air Austin Texas,Austin,TRUE
ChIJN9BBA64yW4YRWij8GPJwgrQ,Urban Air Trampoline and Adventure Park,"13201 Ranch to Market Rd 620, Austin, TX 78717, USA",30.467426799999995,-97.7941423,3.8,1133,OPERATIONAL,"amusement_park, playground, video_arcade, amusement_center, adventure_sports_center, sports_complex, sports_activity_location, point_of_interest, establishment",urban air Austin Texas,Austin,TRUE
ChIJ8yX8wM03W4YRB_xgHk4b4Tw,Urban Air Trampoline and Adventure Park,"3944 Ranch Rd 620 S Bldg. 5, Bee Cave, TX 78738, USA",30.310989300000003,-97.9474945,4.2,449,OPERATIONAL,"amusement_park, playground, amusement_center, adventure_sports_center, sports_complex, sports_activity_location, point_of_interest, establishment",urban air Austin Texas,Bee Cave,TRUE
ChIJv3a6i5gyW4YRNhT2fPHJ8X8,Inflatable Wonderland,"11200 Lakeline Mall Dr, Cedar Park, TX 78613, USA",30.4693406,-97.8076009,4.7,1138,OPERATIONAL,"video_arcade, playground, point_of_interest, establishment",trampoline park Cedar Park Texas,Cedar Park,FALSE
ChIJrTnoB8coW4YRwx-D1GJcoNI,Freedom Fun USA,"15122 Honeycomb Dr, Leander, TX 78641, USA",30.576773,-97.93259,5,487,OPERATIONAL,"movie_theater, event_venue, point_of_interest, store, establishment",trampoline park Cedar Park Texas,Leander,FALSE
ChIJEfTg4pFKW4YRbeiSfTGVdQY,Tumble Tech,"1301 Toro Grande Blvd, Cedar Park, TX 78613, USA",30.541771999999998,-97.777411,4.3,119,OPERATIONAL,"gym, sports_complex, sports_activity_location, sports_club, point_of_interest, health, establishment",trampoline park Cedar Park Texas,Cedar Park,TRUE
ChIJaTYvJ6hZXIYRGw13vsvoqlk,The Rush Fun Park,"114 SW Military Dr, San Antonio, TX 78221, USA",29.3556577,-98.4915353,4.2,350,OPERATIONAL,"amusement_park, amusement_center, point_of_interest, establishment",trampoline park San Antonio Texas,San Antonio,TRUE
ChIJyQhyB4doXIYRQsdpycGoq7s,Urban Air Trampoline and Adventure Park,"11791 Bandera Rd Suite A, San Antonio, TX 78250, USA",29.5464892,-98.6681783,4.1,1123,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, sports_activity_location, point_of_interest, establishment",trampoline park San Antonio Texas,San Antonio,TRUE
ChIJXzmXERdhXIYRWoe-uD_yLxY,The Rush Fun Park,"14610 Huebner Rd, San Antonio, TX 78230, USA",29.572144599999998,-98.5457724,4,569,OPERATIONAL,"amusement_park, point_of_interest, establishment",trampoline park San Antonio Texas,San Antonio,TRUE
ChIJq1Nfu0BhXIYRvHpDehMdx_k,Kids Empire San Antonio Park North,"742 Northwest Loop 410 #109, San Antonio, TX 78216, USA",29.518124399999998,-98.504171,4.7,901,OPERATIONAL,"amusement_center, playground, point_of_interest, establishment",trampoline park San Antonio Texas,San Antonio,FALSE
ChIJwbjwCqxZXIYRPDk-Hf0WAKI,Spyder Flip Jump of San Antonio,"843 E Commerce St, San Antonio, TX 78205, USA",29.423115599999996,-98.4849593,3.5,13,OPERATIONAL,"sports_activity_location, point_of_interest, establishment",trampoline park San Antonio Texas,San Antonio,FALSE
ChIJwQ8LwLSNXIYR7AeTsb74ELs,The Rush Fun Park,"3150 Pat Booker Rd #104, Universal City, TX 78148, USA",29.5618695,-98.3264724,3.7,835,OPERATIONAL,"amusement_center, point_of_interest, establishment",trampoline park San Antonio Texas,Universal City,TRUE
ChIJEUm0WTJZXIYR6CCmNyZXdzo,Urban Air Trampoline and Adventure Park,"165 SW Military Dr, San Antonio, TX 78221, USA",29.357913899999996,-98.4925689,4.2,631,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, sports_activity_location, point_of_interest, establishment",trampoline park San Antonio Texas,San Antonio,TRUE
ChIJ20r7Qa5dXIYRcpWIrR-3IoU,Rush Maxx,"6301 Northwest Loop 410 Suite 200, San Antonio, TX 78238, USA",29.4685267,-98.6192915,4.3,165,OPERATIONAL,"bowling_alley, video_arcade, adventure_sports_center, playground, sports_complex, sports_activity_location, bar, restaurant, point_of_interest, food, establishment",rush fun park San Antonio,San Antonio,FALSE
ChIJbagz5PqJXIYRDP8X8cfVYRc,JUMPY LAND SA,"22103 Bulverde Rd, San Antonio, TX 78259, USA",29.646616299999998,-98.4275696,4.2,139,OPERATIONAL,"playground, event_venue, point_of_interest, establishment",trampoline park Schertz Texas,San Antonio,FALSE
ChIJcavik2uTXIYRmnv1dcs0LZ0,Inflatable Wonderland,"6909 N Loop 1604 E #2063, San Antonio, TX 78247, USA",29.5972454,-98.3497737,4.6,1068,OPERATIONAL,"amusement_center, point_of_interest, establishment",trampoline park Schertz Texas,San Antonio,FALSE
ChIJNXWMhghfXIYR-9DEYIDcMR4,ARs Entertainment Hub San Antonio,"4522 Fredericksburg Rd B100, San Antonio, TX 78201, USA",29.4939138,-98.5520226,4.3,664,OPERATIONAL,"amusement_park, video_arcade, playground, amusement_center, sports_complex, sports_activity_location, point_of_interest, establishment",trampoline park Schertz Texas,San Antonio,FALSE
ChIJfeqgjDdZXIYR0H7e-fN-7tU,LiggettVille Adventure Center - San Antonio,"849 E Commerce St Suite 425, San Antonio, TX 78205, USA",29.424253,-98.4867179,4.6,117,OPERATIONAL,"amusement_center, tourist_attraction, adventure_sports_center, playground, amusement_park, sports_complex, sports_activity_location, point_of_interest, establishment",trampoline park Schertz Texas,San Antonio,FALSE
ChIJVVFNVB6SXIYRkC0PwnfBJMQ,Aerial Athletics,"17361 Bell N Dr, Schertz, TX 78154, USA",29.6201851,-98.2895047,4.7,75,OPERATIONAL,"sports_complex, gym, sports_activity_location, health, point_of_interest, establishment",trampoline park Schertz Texas,Schertz,FALSE
ChIJnYQ7USKJXIYR-0sTTrOafBE,We Rock the Spectrum - Cibolo Canyons,"22250 Bulverde Rd #116, San Antonio, TX 78261, USA",29.648912099999997,-98.4250334,4.9,43,OPERATIONAL,"playground, point_of_interest, establishment",trampoline park Schertz Texas,San Antonio,FALSE
ChIJo2FOkUOTXIYRM0cZ_ncXGRc,Crescent Bend Nature Park,"12780 W Schaefer Rd, Cibolo, TX 78108, USA",29.5500178,-98.2314943,4.6,787,OPERATIONAL,"tourist_attraction, park, point_of_interest, establishment",trampoline park Schertz Texas,Cibolo,FALSE
ChIJz6btdpiUQIYRWPin09pOhNI,Urban Air Trampoline and Adventure Park,"3207 S Sam Houston Pkwy E #200, Houston, TX 77047, USA",29.598710999999994,-95.3719024,3.9,2760,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, event_venue, sports_activity_location, point_of_interest, establishment",urban air Houston,Houston,TRUE
ChIJ61cVuC-dQIYR2CY7obwMlcw,Urban Air Trampoline and Adventure Park,"20251 Gulf Fwy, Webster, TX 77598, USA",29.533098199999994,-95.1316757,4.6,3614,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, event_venue, sports_activity_location, point_of_interest, establishment",urban air Houston,Webster,TRUE
ChIJjY_Zaa2zQIYRzxTrej-iKzE,Urban Air Trampoline and Adventure Park,"19304 US-59, Humble, TX 77338, USA",29.9968227,-95.2693416,4.2,2016,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, sports_activity_location, point_of_interest, establishment",urban air Houston,Humble,TRUE
ChIJJ416_s-YQIYRzaUSXrNcqSI,Urban Air Trampoline and Adventure Park,"3838 Fairway Plaza Dr, Pasadena, TX 77505, USA",29.6542778,-95.1531524,4.5,1873,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, sports_activity_location, point_of_interest, establishment",urban air Houston,Pasadena,TRUE
ChIJ5UhSIi8nQYYRt7ZK-Dj1F_Y,Urban Air Trampoline and Adventure Park,"25307 Kingsland Blvd, Katy, TX 77494, USA",29.7703392,-95.8116579,4.3,1454,OPERATIONAL,"amusement_park, adventure_sports_center, amusement_center, playground, sports_complex, sports_activity_location, point_of_interest, establishment",urban air Houston,Katy,TRUE
ChIJXcflH_HNQIYRDSPewbKTQE0,GameTime Houston,"18355 Tomball Pkwy, Houston, TX 77070, USA",29.9640312,-95.5551376,3.9,3607,OPERATIONAL,"amusement_center, bowling_alley, video_arcade, event_venue, tourist_attraction, sports_complex, sports_activity_location, restaurant, food, point_of_interest, establishment",trampoline park Houston Texas,Houston,FALSE
ChIJpSuqz-fNQIYR--gZkO6H7XI,iRise Trampoline & Fun Park,"7885 Farm to Market 1960 Rd W, Houston, TX 77070, USA",29.9608188,-95.5429179,4.3,1046,OPERATIONAL,"amusement_center, playground, amusement_park, point_of_interest, establishment",trampoline park Houston Texas,Houston,TRUE
ChIJyZgr5EfNQIYRWPkmMkYL08E,Slick City Action Park,"17355 Tomball Pkwy #170B, Houston, TX 77064, USA",29.953361499999996,-95.5439105,4,302,OPERATIONAL,"amusement_park, playground, amusement_center, sports_activity_location, point_of_interest, establishment",trampoline park Houston Texas,Houston,FALSE
ChIJRbBSJXLZQIYRCo3TkAwrZUk,Activate Games,"20225 Katy Fwy, Katy, TX 77450, USA",29.7841128,-95.7227837,4.9,2459,OPERATIONAL,"amusement_center, video_arcade, adventure_sports_center, sports_complex, sports_activity_location, point_of_interest, store, establishment",trampoline park Katy Texas,Katy,FALSE
ChIJr1urNIDXTYYR6CY0QJKxKG8,Altitude Trampoline Park - Corporate Office,"12222 Merit Dr # 1300, Dallas, TX 75251, USA",32.9140507,-96.7714036,2.8,49,OPERATIONAL,"corporate_office, point_of_interest, establishment",altitude trampoline Dallas,Dallas,FALSE
ChIJ_bfIKg4lTIYRNf9agFuP4i8,Super Llama Inflatable Park,"6505 W Park Blvd Suite #230, Plano, TX 75093, USA",33.0283492,-96.8412814,4.8,2764,OPERATIONAL,"amusement_park, playground, point_of_interest, establishment",trampoline park Plano Texas,Plano,FALSE
ChIJN9M-JwAZTIYR-cBEzyjL51k,Coming Soon - Trampoline and Adventure park,"910 W Parker Rd #250, Plano, TX 75075, USA",33.0385109,-96.7152009,,,OPERATIONAL,"amusement_park, point_of_interest, establishment",trampoline park Plano Texas,Plano,FALSE
ChIJL343L2AiTIYR7C_7JJzEtQE,"Safari Run, Plano","2300 Coit Rd #300, Plano, TX 75075, USA",33.0304107,-96.7689206,4.6,493,OPERATIONAL,"summer_camp_organizer, amusement_center, childrens_camp, playground, event_venue, point_of_interest, establishment",trampoline park Plano Texas,Plano,FALSE
ChIJ3bXoBtUZTIYRuLi0JcpwqYM,"Flip Factory Trampoline and Power Tumbling, LLC","1081 Ohio Dr, Plano, TX 75093, USA",33.0125835,-96.7874233,4.9,52,OPERATIONAL,"gym, sports_complex, health, sports_activity_location, point_of_interest, establishment",trampoline park Plano Texas,Plano,FALSE
ChIJ30LAhoh9ToYRWUOAZ3NvTQg,Urban Air Trampoline and Adventure Park,"1303 N Collins St, Arlington, TX 76011, USA",32.7546185,-97.0959298,4.2,1455,OPERATIONAL,"amusement_park, playground, amusement_center, adventure_sports_center, sports_complex, sports_activity_location, point_of_interest, establishment",trampoline park Arlington Texas,Arlington,TRUE
ChIJ_SKkX3GXSYYRquHPD7wArSc,Adventure Zone,"2706 US-80, Mineola, TX 75773, USA",32.6751189,-95.5310332,4.5,24,OPERATIONAL,"playground, point_of_interest, establishment",indoor adventure park Texas,Mineola,FALSE
ChIJQ4gEvLHRRIYR2SeUFCw15Mw,Tom Foolerys Adventure Park,"3001 Kalahari Blvd, Round Rock, TX 78665, USA",30.520092100000003,-97.6320302,4,264,OPERATIONAL,"amusement_park, video_arcade, amusement_center, point_of_interest, establishment",indoor adventure park Texas,Round Rock,FALSE
ChIJqVxbRTljToYRUc4zvnPyCLk,Slick City Action Park,"1100 W Arbrook Blvd, Arlington, TX 76015, USA",32.6815719,-97.1248566,4.8,504,OPERATIONAL,"amusement_park, amusement_center, playground, sports_activity_location, point_of_interest, establishment",indoor adventure park Texas,Arlington,FALSE
ChIJtaEfX_nRRIYR4AMvyOWR6MU,Kalahari Indoor Water Park,"3001 Kalahari Blvd, Round Rock, TX 78665, USA",30.519584799999997,-97.6307147,4.5,2460,OPERATIONAL,"water_park, amusement_park, point_of_interest, establishment",indoor adventure park Texas,Round Rock,FALSE
ChIJ76-SVh-GToYR5avdGgrGyws,Epic Waters Indoor Waterpark,"2970 Epic Place, Grand Prairie, TX 75052, USA",32.7020897,-97.0315672,4.4,8167,OPERATIONAL,"water_park, amusement_park, amusement_center, tourist_attraction, point_of_interest, establishment",indoor adventure park Texas,Grand Prairie,FALSE
ChIJw3wo7TXLTYYRck9CEVbPtRo,Slick City Action Park,"2434 S I-35E Unit 140, Denton, TX 76205, USA",33.1835842,-97.1068423,4.7,678,OPERATIONAL,"amusement_park, amusement_center, playground, sports_activity_location, point_of_interest, establishment",indoor adventure park Texas,Denton,FALSE
ChIJnS_1JwB5ToYRPBIKyE6DFAE,Catapult Adventure Park NRH,"6635 NE Loop 820, North Richland Hills, TX 76180, USA",32.842331699999995,-97.2402293,4.2,142,OPERATIONAL,"amusement_park, point_of_interest, establishment",indoor adventure park Texas,North Richland Hills,FALSE
ChIJlT8afxwBTIYR_Cwdjx-uIl0,JungleTrek Rockwall Indoor Playground,"1505 Airport Rd Suite 100, Rockwall, TX 75087, USA",32.927425299999996,-96.4410095,4.6,76,OPERATIONAL,"amusement_park, amusement_center, playground, point_of_interest, establishment",indoor adventure park Texas,Rockwall,FALSE
ChIJW6gPzhgiTIYRAEDci4mY0ZU,Adventure Landing Dallas,"17717 Coit Rd, Dallas, TX 75252, USA",32.991249599999996,-96.7690768,3.9,2426,OPERATIONAL,"amusement_park, video_arcade, tourist_attraction, sports_activity_location, point_of_interest, establishment",indoor adventure park Texas,Dallas,FALSE
ChIJRzZVK6A7TIYRcvma0WkFhHY,Andretti Indoor Karting & Games The Colony,"5752 Grandscape Blvd Suite 100, The Colony, TX 75056, USA",33.0742492,-96.8611526,4,4164,OPERATIONAL,"amusement_center, video_arcade, amusement_park, playground, event_venue, point_of_interest, establishment",indoor amusement park Texas,The Colony,FALSE
ChIJc2CA8EfORIYRKyViYLRknmc,Austinâ€™s,"16231 N Interstate Hwy 35, Pflugerville, TX 78660, USA",30.4630677,-97.6662977,4.1,5763,OPERATIONAL,"amusement_park, bar_and_grill, video_arcade, bowling_alley, amusement_center, bar, buffet_restaurant, sports_complex, restaurant, food, sports_activity_location, event_venue, point_of_interest, establishment",indoor amusement park Texas,Pflugerville,FALSE
ChIJAUrcIwB5ToYR04bhylbFvsk,Malibu Jack's North Richland Hills,"8651 Airport Fwy, North Richland Hills, TX 76180, USA",32.8372671,-97.1997494,4.1,256,OPERATIONAL,"amusement_park, point_of_interest, establishment",indoor amusement park Texas,North Richland Hills,TRUE
ChIJ04MIGY5nXIYRyLaxp5k2AUw,Andretti Indoor Karting & Games San Antonio,"5527 N Loop 1604 W, San Antonio, TX 78249, USA",29.5930886,-98.5941864,4.3,4344,OPERATIONAL,"amusement_center, video_arcade, bowling_alley, amusement_park, sports_complex, sports_activity_location, event_venue, point_of_interest, establishment",indoor amusement park Texas,San Antonio,FALSE
ChIJ1TWVtoSmToYRiXoKnaQ6SeU,Celebration Station,"4040 Towne Crossing Blvd, Mesquite, TX 75150, USA",32.8201229,-96.6309638,4.6,6129,OPERATIONAL,"amusement_park, point_of_interest, establishment",indoor amusement park Texas,Mesquite,FALSE
ChIJ9_4AHD5LSIYR10q8wi0w5Tw,Waterpark at The Villages,"18270 Singing Wood Ln, Flint, TX 75762, USA",32.2144754,-95.4559418,4.3,1686,OPERATIONAL,"water_park, tourist_attraction, amusement_park, point_of_interest, establishment",indoor amusement park Texas,Flint,FALSE
ChIJsVecnpEjTIYRagExOpgtBzs,Activate Games,"5013 W Plano Pkwy, Plano, TX 75093, USA",33.0174653,-96.7966713,4.9,3699,OPERATIONAL,"amusement_center, video_arcade, adventure_sports_center, sports_complex, sports_activity_location, point_of_interest, store, establishment",amusement center texas,Plano,FALSE
ChIJDbU0flB_P4YRY-kXwGSdxvQ,LVL UP FUN,"10000 Emmett F Lowry Expy #3161, Texas City, TX 77591, USA",29.405128200000004,-95.0231881,3.6,275,OPERATIONAL,"amusement_center, video_arcade, bowling_alley, sports_complex, restaurant, food, sports_activity_location, point_of_interest, establishment",amusement center texas,Texas City,TRUE
ChIJy-OUVko_NoYRRvH8QIbBfoU,Lazer X In Longview,"2523 Judson Rd, Longview, TX 75605, USA",32.5388824,-94.7487065,4.3,102,OPERATIONAL,"point_of_interest, establishment",amusement center texas,Longview,FALSE
ChIJQV8lkoCqToYRyUASxSoW84o,Shenaniganz Entertainment Center,"1290 I-30, Rockwall, TX 75087, USA",32.9118116,-96.4450286,4.4,5033,OPERATIONAL,"amusement_center, video_arcade, karaoke, bowling_alley, bar, sports_complex, american_restaurant, restaurant, food, sports_activity_location, event_venue, point_of_interest, establishment",amusement center texas,Rockwall,FALSE
ChIJRxnCztN_ToYRG8UaAhnYwcc,GameTime - Euless,"1201 W Airport Fwy, Euless, TX 76040, USA",32.8364885,-97.1028553,3.7,2330,OPERATIONAL,"amusement_center, tourist_attraction, video_arcade, bowling_alley, sports_complex, restaurant, food, sports_activity_location, event_venue, point_of_interest, establishment",amusement center texas,Euless,FALSE
ChIJ6cNMU0KERoYR-AogLUZWjfQ,Grand Station Entertainment,"2400 Earl Rudder Fwy S, College Station, TX 77840, USA",30.6207447,-96.2985305,4.4,1804,OPERATIONAL,"amusement_center, video_arcade, bowling_alley, bar, sports_complex, restaurant, food, sports_activity_location, event_venue, point_of_interest, establishment",amusement center texas,College Station,FALSE
ChIJj8zk2LAlSYYRBIw7raubW7w,Whatz-Up Fun Park,"700 E Cedar Creek Pkwy, Seven Points, TX 75143, USA",32.324982,-96.202596,4.2,1068,OPERATIONAL,"amusement_center, water_park, amusement_park, bar, sports_complex, athletic_field, restaurant, food, sports_activity_location, event_venue, point_of_interest, establishment",amusement center texas,Seven Points,FALSE
ChIJ0dkBrJ4xNoYRY0u88mxDF0A,Lazy Splash Ranch,"R32284, Kilgore, TX 75662, USA",32.3849193,-94.8711746,4.3,23,OPERATIONAL,"amusement_center, point_of_interest, establishment",amusement center texas,Kilgore,FALSE
ChIJR7S4jUk_NoYRrfTbenH_Yr4,Johnson's Brothers Amusements,"314 W Loop 281, Longview, TX 75605, USA",32.5406992,-94.7531583,,,OPERATIONAL,"amusement_center, point_of_interest, establishment",amusement center texas,Longview,FALSE
ChIJkdiQkoYrTIYRjRxFaP3zz6A,Round1 Bowling & Arcade Grapevine Mills,"3000 Grapevine Mills Pkwy, Grapevine, TX 76051, USA",32.963784499999996,-97.0445353,4.4,4995,OPERATIONAL,"amusement_center, night_club, video_arcade, karaoke, bowling_alley, ramen_restaurant, ice_cream_shop, dessert_shop, confectionery, bar, japanese_restaurant, sports_complex, food_store, restaurant, food, sports_activity_location, event_venue, point_of_interest, store, establishment",amusement center texas,Grapevine,FALSE
ChIJB9dVcToXOIYRawLz_GmRzv8,Hijinx Trampoline Park,"161 Jump St, Lufkin, TX 75904, USA",31.3255392,-94.800061,4.4,444,OPERATIONAL,"amusement_center, point_of_interest, establishment",trampoline center Texas,Lufkin,TRUE